date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2017-11-04,San Diego St.,17629,home,L,7,52,03:00:00,10800.0,2017,San Jose State
2017-11-11,Nevada,14604,home,L,14,59,03:14:00,11640.0,2017,San Jose State
2017-11-18,Colorado St.,25743,home,L,14,42,03:25:00,12300.0,2017,San Jose State
2017-11-25,Wyoming,12653,home,W,20,17,03:14:00,11640.0,2017,San Jose State
2018-08-30,UC Davis,12675,home,L,38,44,04:04:00,14640.0,2018,San Jose State
2018-09-08,10  Washington St.,26141,home,L,0,31,03:09:00,11340.0,2018,San Jose State
2018-09-15,Oregon,50049,home,L,22,35,03:20:00,12000.0,2018,San Jose State
2018-09-29,Hawaii,16363,home,L,41,44,04:04:00,14640.0,2018,San Jose State
2018-10-06,Colorado St.,13802,home,L,30,42,03:46:00,13560.0,2018,San Jose State
2018-10-13,+ 19  Army,15627,home,L,3,52,03:01:00,10860.0,2018,San Jose State
2018-10-20,San Diego St.,30451,home,L,13,16,03:04:00,11040.0,2018,San Jose State
2018-10-27,UNLV,16165,home,W,50,37,03:16:00,11760.0,2018,San Jose State
2018-11-03,Wyoming,13238,home,L,9,24,02:46:00,9960.0,2018,San Jose State
2018-11-10,22  Utah St.,19017,home,L,24,62,03:31:00,12660.0,2018,San Jose State
2018-11-17,Nevada,12271,home,L,12,21,02:58:00,10680.0,2018,San Jose State
2018-11-24,18  Fresno St.,26162,home,L,13,31,03:30:00,12600.0,2018,San Jose State
2019-08-29,Northern Colo.,13480,home,W,35,18,03:07:00,11220.0,2019,San Jose State
2019-09-07,Tulsa,12471,home,L,16,34,02:59:00,10740.0,2019,San Jose State
2019-09-21,Arkansas,56058,home,W,31,24,03:34:00,12840.0,2019,San Jose State
2019-09-27,22  Air Force,24786,home,L,24,41,03:21:00,12060.0,2019,San Jose State
2019-10-04,New Mexico,16119,home,W,32,21,03:37:00,13020.0,2019,San Jose State
2019-10-12,Nevada,15311,home,L,38,41,03:28:00,12480.0,2019,San Jose State
2019-10-19,San Diego St.,18285,home,L,17,27,03:04:00,11040.0,2019,San Jose State
2019-10-26,Army,35346,home,W,34,29,03:25:00,12300.0,2019,San Jose State
2019-11-02,23  Boise St.,19184,home,L,42,52,03:42:00,13320.0,2019,San Jose State
2019-11-09,Hawaii,19858,home,L,40,42,03:10:00,11400.0,2019,San Jose State
2019-11-23,UNLV,17373,home,L,35,38,03:27:00,12420.0,2019,San Jose State
2019-11-30,Fresno St.,12835,home,W,17,16,03:08:00,11280.0,2019,San Jose State
2020-10-24,Air Force,0,home,W,17,6,03:11:00,11460.0,2020,San Jose State
2020-10-31,New Mexico,0,home,W,38,21,03:41:00,13260.0,2020,San Jose State
2020-11-06,+  San Diego St.,0,home,W,28,17,03:19:00,11940.0,2020,San Jose State
2020-11-14,UNLV,0,home,W,34,17,03:04:00,11040.0,2020,San Jose State
2020-12-05,Hawaii,0,home,W,35,24,03:17:00,11820.0,2020,San Jose State
2020-12-11,+  Nevada,0,home,W,30,20,03:13:00,11580.0,2020,San Jose State
2020-12-19,+  Boise St.,0,home,W,34,20,04:02:00,14520.0,2020,San Jose State
2020-12-31,+  Ball St.,0,home,L,13,34,03:31:00,12660.0,2020,San Jose State
2021-08-28,Southern Utah,16204,home,W,45,14,03:42:00,13320.0,2021,San Jose State
2021-09-04,Southern California,54398,home,L,7,30,03:18:00,11880.0,2021,San Jose State
2021-09-18,Hawaii,0,home,W,17,13,03:28:00,12480.0,2021,San Jose State
2021-09-25,Western Mich.,12317,home,L,3,23,03:16:00,11760.0,2021,San Jose State
2021-10-02,New Mexico St.,15803,home,W,37,31,03:10:00,11400.0,2021,San Jose State
2021-10-09,Colorado St.,34780,home,L,14,32,03:17:00,11820.0,2021,San Jose State
2021-10-15,25  San Diego St.,17177,home,L,13,19,03:52:00,13920.0,2021,San Jose State
2021-10-21,UNLV,19318,home,W,27,20,03:18:00,11880.0,2021,San Jose State
2021-10-30,Wyoming,13042,home,W,27,21,03:00:00,10800.0,2021,San Jose State
2021-11-06,Nevada,17770,home,L,24,27,04:10:00,15000.0,2021,San Jose State
2021-11-13,24  Utah St.,15135,home,L,17,48,03:40:00,13200.0,2021,San Jose State
2021-11-25,Fresno St.,15323,home,L,9,40,03:19:00,11940.0,2021,San Jose State
2022-09-01,Portland St.,16291,home,W,21,17,03:50:00,13800.0,2022,San Jose State
2022-09-10,Auburn,83340,home,L,16,24,03:27:00,12420.0,2022,San Jose State
2022-09-24,Western Mich.,17058,home,W,34,6,03:27:00,12420.0,2022,San Jose State
2022-10-01,Wyoming,17765,home,W,33,16,03:44:00,13440.0,2022,San Jose State
2022-10-07,UNLV,16669,home,W,40,7,03:07:00,11220.0,2022,San Jose State
2022-10-15,24  Fresno St.,41031,home,L,10,17,03:48:00,13680.0,2022,San Jose State
2022-10-29,Nevada,17118,home,W,35,28,03:29:00,12540.0,2022,San Jose State
2022-11-05,Colorado St.,16382,home,W,28,16,03:25:00,12300.0,2022,San Jose State
2022-11-12,San Diego St.,28406,home,L,27,43,03:03:00,10980.0,2022,San Jose State
2022-11-19,Utah St.,13677,home,L,31,35,03:26:00,12360.0,2022,San Jose State
2022-11-26,Hawaii,15012,home,W,27,14,03:00:00,10800.0,2022,San Jose State
2022-12-20,+  Eastern Mich.,10122,home,L,27,41,03:30:00,12600.0,2022,San Jose State
2012-09-01,UTSA,17144,home,L,31,33,03:38:00,13080.0,2012,South Alabama
2012-09-08,Nicholls St.,15237,home,W,9,3,03:17:00,11820.0,2012,South Alabama
2012-09-15,North Carolina St.,54132,home,L,7,31,03:17:00,11820.0,2012,South Alabama
2012-09-22,Mississippi St.,55186,home,L,10,30,03:10:00,11400.0,2012,South Alabama
2012-09-29,Troy,23789,home,L,10,31,03:31:00,12660.0,2012,South Alabama
2012-10-13,Arkansas St.,22143,home,L,29,36,02:52:00,10320.0,2012,South Alabama
2012-10-20,Fla. Atlantic,17566,home,W,37,34,03:30:00,12600.0,2012,South Alabama
2012-10-27,La.-Monroe,14556,home,L,24,38,03:00:00,10800.0,2012,South Alabama
2012-11-03,Florida Int'l,11936,home,L,20,28,03:00:00,10800.0,2012,South Alabama
2012-11-10,North Texas,15963,home,L,14,24,03:09:00,11340.0,2012,South Alabama
2012-11-17,Middle Tenn. St.,15087,home,L,12,20,03:13:00,11580.0,2012,South Alabama
2012-11-24,La.-Lafayette,20333,home,L,30,52,03:35:00,12900.0,2012,South Alabama
2012-12-01,Hawaii,27865,home,L,7,23,02:57:00,10620.0,2012,South Alabama
2013-08-29,Southern Utah,15240,home,L,21,22,03:12:00,11520.0,2013,South Alabama
2013-09-07,Tulane,19414,home,W,41,39,03:30:00,12600.0,2013,South Alabama
2013-09-14,Western Ky.,17721,home,W,31,24,03:27:00,12420.0,2013,South Alabama
2013-09-28,Tennessee,87266,home,L,24,31,03:23:00,12180.0,2013,South Alabama
2013-10-05,Troy,23024,home,L,33,34,03:39:00,13140.0,2013,South Alabama
2013-10-19,Kent St.,14351,home,W,38,21,03:05:00,11100.0,2013,South Alabama
2013-10-26,Texas St.,18140,home,L,31,33,03:27:00,12420.0,2013,South Alabama
2013-11-02,Arkansas St.,18228,home,L,16,17,03:09:00,11340.0,2013,South Alabama
2013-11-16,Navy,33086,home,L,14,42,03:11:00,11460.0,2013,South Alabama
2013-11-23,La.-Monroe,13891,home,W,36,14,03:06:00,11160.0,2013,South Alabama
2013-11-30,Georgia St.,13697,home,W,38,17,03:10:00,11400.0,2013,South Alabama
2013-12-07,La.-Lafayette,16124,home,W,30,8,03:20:00,12000.0,2013,South Alabama
2014-09-06,Kent St.,15355,home,W,23,13,03:07:00,11220.0,2014,South Alabama
2014-09-13,11  Mississippi St.,38129,home,L,3,35,03:13:00,11580.0,2014,South Alabama
2014-09-20,Ga. Southern,11348,home,L,6,28,02:59:00,10740.0,2014,South Alabama
2014-09-27,Idaho,14887,home,W,34,10,03:10:00,11400.0,2014,South Alabama
2014-10-04,Appalachian St.,24215,home,W,47,21,03:34:00,12840.0,2014,South Alabama
2014-10-18,Georgia St.,13186,home,W,30,27,03:35:00,12900.0,2014,South Alabama
2014-10-24,Troy,17146,home,W,27,13,03:39:00,13140.0,2014,South Alabama
2014-11-01,La.-Lafayette,25861,home,L,9,19,03:03:00,10980.0,2014,South Alabama
2014-11-08,Arkansas St.,23615,home,L,10,45,03:17:00,11820.0,2014,South Alabama
2014-11-15,Texas St.,10289,home,W,24,20,03:26:00,12360.0,2014,South Alabama
2014-11-22,South Carolina,78201,home,L,12,37,03:19:00,11940.0,2014,South Alabama
2014-11-28,Navy,14571,home,L,40,42,03:18:00,11880.0,2014,South Alabama
2014-12-20,+  Bowling Green,20256,home,L,28,33,03:46:00,13560.0,2014,South Alabama
2015-09-05,Gardner-Webb,12289,home,W,33,23,03:02:00,10920.0,2015,South Alabama
2015-09-12,Nebraska,89822,home,L,9,48,03:22:00,12120.0,2015,South Alabama
2015-09-19,San Diego St.,18194,home,W,34,27,03:32:00,12720.0,2015,South Alabama
2015-09-26,North Carolina St.,21314,home,L,13,63,02:58:00,10680.0,2015,South Alabama
2015-10-03,Troy,22873,home,W,24,18,03:20:00,12000.0,2015,South Alabama
2015-10-13,Arkansas St.,18538,home,L,31,49,03:37:00,13020.0,2015,South Alabama
2015-10-24,Texas St.,14523,home,L,18,36,03:19:00,11940.0,2015,South Alabama
2015-11-07,Idaho,17651,home,W,52,45,03:35:00,12900.0,2015,South Alabama
2015-11-12,La.-Lafayette,14096,home,W,32,25,03:35:00,12900.0,2015,South Alabama
2015-11-21,Georgia St.,10033,home,L,10,24,03:17:00,11820.0,2015,South Alabama
2015-11-28,Ga. Southern,15125,home,L,17,55,03:01:00,10860.0,2015,South Alabama
2015-12-05,Appalachian St.,12346,home,L,27,34,03:30:00,12600.0,2015,South Alabama
2016-09-03,Mississippi St.,57075,home,W,21,20,03:23:00,12180.0,2016,South Alabama
2016-09-10,Ga. Southern,17691,home,L,9,24,03:19:00,11940.0,2016,South Alabama
2016-09-17,La.-Lafayette,19208,home,L,23,28,03:04:00,11040.0,2016,South Alabama
2016-09-24,Nicholls St.,13086,home,W,41,40,03:59:00,14340.0,2016,South Alabama
2016-10-01,San Diego St.,14741,home,W,42,24,03:16:00,11760.0,2016,South Alabama
2016-10-15,Arkansas St.,22277,home,L,7,17,02:52:00,10320.0,2016,South Alabama
2016-10-20,Troy,30837,home,L,21,28,03:50:00,13800.0,2016,South Alabama
2016-10-29,Georgia St.,11565,home,W,13,10,03:19:00,11940.0,2016,South Alabama
2016-11-05,La.-Monroe,16073,home,L,35,42,03:40:00,13200.0,2016,South Alabama
2016-11-19,Presbyterian,11017,home,W,31,7,03:04:00,11040.0,2016,South Alabama
2016-11-26,Idaho,9049,home,L,31,38,03:54:00,14040.0,2016,South Alabama
2016-12-03,New Mexico St.,14812,home,W,35,28,03:15:00,11700.0,2016,South Alabama
2016-12-30,+  Air Force,33868,home,L,21,45,03:06:00,11160.0,2016,South Alabama
2017-09-02,Mississippi,62532,home,L,27,47,03:20:00,12000.0,2017,South Alabama
2017-09-08,14  Oklahoma St.,26487,home,L,7,44,03:17:00,11820.0,2017,South Alabama
2017-09-16,Alabama A&M,18103,home,W,45,0,03:07:00,11220.0,2017,South Alabama
2017-09-23,Idaho,12603,home,L,23,29,03:45:00,13500.0,2017,South Alabama
2017-09-30,Louisiana Tech,22013,home,L,16,34,03:09:00,11340.0,2017,South Alabama
2017-10-11,Troy,25211,home,W,19,8,03:26:00,12360.0,2017,South Alabama
2017-10-21,La.-Monroe,16495,home,W,33,23,03:03:00,10980.0,2017,South Alabama
2017-10-26,Georgia St.,12125,home,L,13,21,03:06:00,11160.0,2017,South Alabama
2017-11-04,La.-Lafayette,12742,home,L,14,19,03:18:00,11880.0,2017,South Alabama
2017-11-11,Arkansas St.,17640,home,W,24,19,03:38:00,13080.0,2017,South Alabama
2017-11-18,Ga. Southern,12250,home,L,0,52,03:09:00,11340.0,2017,South Alabama
2017-12-02,New Mexico St.,26268,home,L,17,22,03:20:00,12000.0,2017,South Alabama
2018-09-01,Louisiana Tech,13457,home,L,26,30,03:21:00,12060.0,2018,South Alabama
2018-09-08,Oklahoma St.,53923,home,L,13,55,03:40:00,13200.0,2018,South Alabama
2018-09-15,Texas St.,16051,home,W,41,31,04:06:00,14760.0,2018,South Alabama
2018-09-22,Memphis,27765,home,L,35,52,03:19:00,11940.0,2018,South Alabama
2018-09-29,Appalachian St.,25862,home,L,7,52,03:05:00,11100.0,2018,South Alabama
2018-10-06,Ga. Southern,17622,home,L,13,48,03:08:00,11280.0,2018,South Alabama
2018-10-13,Alabama St.,16231,home,W,45,7,03:03:00,10980.0,2018,South Alabama
2018-10-23,Troy,25878,home,L,17,38,03:16:00,11760.0,2018,South Alabama
2018-11-03,Arkansas St.,20671,home,L,14,38,03:08:00,11280.0,2018,South Alabama
2018-11-10,La.-Monroe,14096,home,L,10,38,02:45:00,9900.0,2018,South Alabama
2018-11-17,La.-Lafayette,15168,home,L,38,48,03:20:00,12000.0,2018,South Alabama
2018-11-23,Coastal Caro.,10670,home,W,31,28,03:16:00,11760.0,2018,South Alabama
2019-08-31,Nebraska,89502,home,L,21,35,03:27:00,12420.0,2019,South Alabama
2019-09-07,Jackson St.,14511,home,W,37,14,03:35:00,12900.0,2019,South Alabama
2019-09-14,17  Memphis,12373,home,L,6,42,03:05:00,11100.0,2019,South Alabama
2019-09-21,UAB,27932,home,L,3,35,02:58:00,10680.0,2019,South Alabama
2019-09-28,La.-Monroe,16222,home,L,17,30,03:07:00,11220.0,2019,South Alabama
2019-10-03,Ga. Southern,20013,home,L,17,20,02:20:00,8400.0,2019,South Alabama
2019-10-16,Troy,23182,home,L,13,37,03:25:00,12300.0,2019,South Alabama
2019-10-26,19  Appalachian St.,17969,home,L,3,30,02:57:00,10620.0,2019,South Alabama
2019-11-09,Texas St.,15473,home,L,28,30,02:57:00,10620.0,2019,South Alabama
2019-11-16,La.-Lafayette,16748,home,L,27,37,03:24:00,12240.0,2019,South Alabama
2019-11-23,Georgia St.,12501,home,L,15,28,02:53:00,10380.0,2019,South Alabama
2019-11-29,Arkansas St.,16319,home,W,34,30,03:30:00,12600.0,2019,South Alabama
2020-09-03,Southern Miss.,0,home,W,32,21,03:39:00,13140.0,2020,South Alabama
2020-09-12,Tulane,6000,home,L,24,27,03:36:00,12960.0,2020,South Alabama
2020-09-24,UAB,5766,home,L,10,42,03:25:00,12300.0,2020,South Alabama
2020-10-17,Texas St.,5142,home,W,30,20,03:29:00,12540.0,2020,South Alabama
2020-10-24,La.-Monroe,5186,home,W,38,14,02:58:00,10680.0,2020,South Alabama
2020-10-29,Ga. Southern,3457,home,L,17,24,03:13:00,11580.0,2020,South Alabama
2020-11-07,9  Coastal Caro.,5000,home,L,6,23,03:06:00,11160.0,2020,South Alabama
2020-11-14,16  La.-Lafayette,5585,home,L,10,38,03:09:00,11340.0,2020,South Alabama
2020-11-21,Georgia St.,5224,home,L,14,31,03:25:00,12300.0,2020,South Alabama
2020-11-28,Arkansas St.,4013,home,W,38,31,03:39:00,13140.0,2020,South Alabama
2020-12-05,Troy,5375,home,L,0,29,02:52:00,10320.0,2020,South Alabama
2021-09-04,Southern Miss.,20156,home,W,31,7,03:23:00,12180.0,2021,South Alabama
2021-09-11,Bowling Green,15105,home,W,22,19,03:25:00,12300.0,2021,South Alabama
2021-09-18,Alcorn St.,15204,home,W,28,21,03:12:00,11520.0,2021,South Alabama
2021-10-02,16  La.-Lafayette,16764,home,L,18,20,03:11:00,11460.0,2021,South Alabama
2021-10-09,Texas St.,16223,home,L,31,33,,,2021,South Alabama
2021-10-14,Ga. Southern,16089,home,W,41,14,03:15:00,11700.0,2021,South Alabama
2021-10-23,La.-Monroe,11723,home,L,31,41,03:04:00,11040.0,2021,South Alabama
2021-10-30,Arkansas St.,15043,home,W,31,13,03:21:00,12060.0,2021,South Alabama
2021-11-06,Troy,26211,home,L,24,31,03:15:00,11700.0,2021,South Alabama
2021-11-13,Appalachian St.,29348,home,L,7,31,03:06:00,11160.0,2021,South Alabama
2021-11-20,Tennessee,75203,home,L,14,60,03:23:00,12180.0,2021,South Alabama
2021-11-26,Coastal Caro.,13242,home,L,21,27,03:21:00,12060.0,2021,South Alabama
2022-09-03,Nicholls St.,15101,home,W,48,7,03:14:00,11640.0,2022,South Alabama
2022-09-10,Central Mich.,17205,home,W,38,24,03:34:00,12840.0,2022,South Alabama
2022-09-17,21  UCLA,29344,home,L,31,32,03:14:00,11640.0,2022,South Alabama
2022-09-24,Louisiana Tech,17939,home,W,38,14,03:20:00,12000.0,2022,South Alabama
2022-10-01,La.-Lafayette,20671,home,W,20,17,03:34:00,12840.0,2022,South Alabama
2022-10-15,La.-Monroe,15459,home,W,41,34,03:42:00,13320.0,2022,South Alabama
2022-10-20,19  Troy,25450,home,L,6,10,03:10:00,11400.0,2022,South Alabama
2022-10-29,Arkansas St.,11714,home,W,31,3,03:16:00,11760.0,2022,South Alabama
2022-11-05,Ga. Southern,17084,home,W,38,31,03:39:00,13140.0,2022,South Alabama
2022-11-12,Texas St.,14518,home,W,38,21,03:29:00,12540.0,2022,South Alabama
2022-11-19,Southern Miss.,24032,home,W,27,20,03:23:00,12180.0,2022,South Alabama
2022-11-26,Old Dominion,11407,home,W,27,20,03:32:00,12720.0,2022,South Alabama
2022-12-21,+  Western Ky.,13456,home,L,23,44,03:45:00,13500.0,2022,South Alabama
2009-09-03,North Carolina St.,57583,home,W,7,3,02:57:00,10620.0,2009,South Carolina
2009-09-12,Georgia,92746,home,L,37,41,03:54:00,14040.0,2009,South Carolina
2009-09-19,Fla. Atlantic,72017,home,W,38,16,03:06:00,11160.0,2009,South Carolina
2009-09-24,20  Mississippi,74724,home,W,16,10,03:23:00,12180.0,2009,South Carolina
2009-10-03,South Carolina St.,77066,home,W,38,14,03:10:00,11400.0,2009,South Carolina
2009-10-10,Kentucky,68278,home,W,28,26,03:23:00,12180.0,2009,South Carolina
2009-10-17,1  Alabama,92012,home,L,6,20,03:19:00,11940.0,2009,South Carolina
2009-10-24,Vanderbilt,75624,home,W,14,10,03:21:00,12060.0,2009,South Carolina
2009-10-31,Tennessee,96263,home,L,13,31,03:22:00,12120.0,2009,South Carolina
2009-11-07,Arkansas,68865,home,L,16,33,03:00:00,10800.0,2009,South Carolina
2009-11-14,3  Florida,79297,home,L,14,24,03:36:00,12960.0,2009,South Carolina
2009-11-28,24  Clemson,80574,home,W,34,17,03:27:00,12420.0,2009,South Carolina
2010-01-02,+  Connecticut,45254,home,L,7,20,03:07:00,11220.0,2009,South Carolina
2010-09-02,Southern Miss.,70438,home,W,41,13,03:30:00,12600.0,2010,South Carolina
2010-09-11,Georgia,80974,home,W,17,6,03:11:00,11460.0,2010,South Carolina
2010-09-18,Furman,73681,home,W,38,19,03:04:00,11040.0,2010,South Carolina
2010-09-25,1  Auburn,87237,home,L,27,35,03:21:00,12060.0,2010,South Carolina
2010-10-09,10  Alabama,82993,home,W,35,21,03:25:00,12300.0,2010,South Carolina
2010-10-16,Kentucky,67955,home,L,28,31,03:15:00,11700.0,2010,South Carolina
2010-10-23,Vanderbilt,33425,home,W,21,7,03:20:00,12000.0,2010,South Carolina
2010-10-30,Tennessee,79336,home,W,38,24,03:06:00,11160.0,2010,South Carolina
2010-11-06,12  Arkansas,75136,home,L,20,41,03:17:00,11820.0,2010,South Carolina
2010-11-13,Florida,90885,home,W,36,14,03:14:00,11640.0,2010,South Carolina
2010-11-20,Troy,74117,home,W,69,24,03:11:00,11460.0,2010,South Carolina
2010-11-27,Clemson,81500,home,W,29,7,03:11:00,11460.0,2010,South Carolina
2010-12-04,+ 1  Auburn,75802,home,L,17,56,03:35:00,12900.0,2010,South Carolina
2010-12-31,+ 17  Florida St.,72217,home,L,17,26,03:20:00,12000.0,2010,South Carolina
2011-09-03,+  East Caro.,58272,home,W,56,37,03:37:00,13020.0,2011,South Carolina
2011-09-10,19  Georgia,92746,home,W,45,42,03:44:00,13440.0,2011,South Carolina
2011-09-17,Navy,78807,home,W,24,21,03:02:00,10920.0,2011,South Carolina
2011-09-24,Vanderbilt,77015,home,W,21,3,03:19:00,11940.0,2011,South Carolina
2011-10-01,Auburn,81767,home,L,13,16,03:59:00,14340.0,2011,South Carolina
2011-10-08,Kentucky,75838,home,W,54,3,03:23:00,12180.0,2011,South Carolina
2011-10-15,Mississippi St.,55418,home,W,14,12,03:18:00,11880.0,2011,South Carolina
2011-10-29,Tennessee,96655,home,W,14,3,03:09:00,11340.0,2011,South Carolina
2011-11-05,5  Arkansas,73804,home,L,28,44,03:25:00,12300.0,2011,South Carolina
2011-11-12,Florida,80250,home,W,17,12,03:16:00,11760.0,2011,South Carolina
2011-11-19,Citadel,76816,home,W,41,20,02:43:00,9780.0,2011,South Carolina
2011-11-26,22  Clemson,83422,home,W,34,13,03:12:00,11520.0,2011,South Carolina
2012-01-02,+ 24  Nebraska,61351,home,W,30,13,03:03:00,10980.0,2011,South Carolina
2012-08-30,23  Vanderbilt,38393,home,W,17,13,03:15:00,11700.0,2012,South Carolina
2012-09-08,East Caro.,77006,home,W,48,10,03:19:00,11940.0,2012,South Carolina
2012-09-15,UAB,77963,home,W,49,6,03:22:00,12120.0,2012,South Carolina
2012-09-22,Missouri,80836,home,W,31,10,03:02:00,10920.0,2012,South Carolina
2012-09-29,Kentucky,49810,home,W,38,17,03:08:00,11280.0,2012,South Carolina
2012-10-06,5  Georgia,85199,home,W,35,7,03:13:00,11580.0,2012,South Carolina
2012-10-13,14  LSU,92734,home,L,21,23,03:27:00,12420.0,2012,South Carolina
2012-10-20,9  Florida,90883,home,L,11,44,03:22:00,12120.0,2012,South Carolina
2012-10-27,Tennessee,80250,home,W,38,35,03:34:00,12840.0,2012,South Carolina
2012-11-10,Arkansas,78772,home,W,38,20,03:26:00,12360.0,2012,South Carolina
2012-11-17,Wofford,79982,home,W,24,7,02:44:00,9840.0,2012,South Carolina
2012-11-24,11  Clemson,82000,home,W,27,17,03:32:00,12720.0,2012,South Carolina
2013-01-01,+ 24  Michigan,54527,home,W,33,28,03:45:00,13500.0,2012,South Carolina
2013-08-29,North Carolina,81572,home,W,27,10,03:11:00,11460.0,2013,South Carolina
2013-09-07,Georgia,92746,home,L,30,41,03:18:00,11880.0,2013,South Carolina
2013-09-14,24  Vanderbilt,81371,home,W,35,25,03:38:00,13080.0,2013,South Carolina
2013-09-28,10  UCF,47605,home,W,28,25,03:43:00,13380.0,2013,South Carolina
2013-10-05,Kentucky,82313,home,W,35,28,03:06:00,11160.0,2013,South Carolina
2013-10-12,Arkansas,66302,home,W,52,7,03:07:00,11220.0,2013,South Carolina
2013-10-19,Tennessee,95736,home,L,21,23,03:39:00,13140.0,2013,South Carolina
2013-10-26,5  Missouri,67124,home,W,27,24,03:54:00,14040.0,2013,South Carolina
2013-11-02,Mississippi St.,82111,home,W,34,16,03:24:00,12240.0,2013,South Carolina
2013-11-16,Florida,83853,home,W,19,14,03:24:00,12240.0,2013,South Carolina
2013-11-23,Coastal Caro.,81411,home,W,70,10,03:10:00,11400.0,2013,South Carolina
2013-11-30,8  Clemson,84174,home,W,31,17,03:25:00,12300.0,2013,South Carolina
2014-01-01,+ 22  Wisconsin,56629,home,W,34,24,03:07:00,11220.0,2013,South Carolina
2014-08-28,Texas A&M,82847,home,L,28,52,03:32:00,12720.0,2014,South Carolina
2014-09-06,East Caro.,80899,home,W,33,23,03:28:00,12480.0,2014,South Carolina
2014-09-13,9  Georgia,84232,home,W,38,35,03:37:00,13020.0,2014,South Carolina
2014-09-20,Vanderbilt,34441,home,W,48,34,03:36:00,12960.0,2014,South Carolina
2014-09-27,14  Missouri,83493,home,L,20,21,03:48:00,13680.0,2014,South Carolina
2014-10-04,Kentucky,62135,home,L,38,45,03:33:00,12780.0,2014,South Carolina
2014-10-18,Furman,78101,home,W,41,10,03:19:00,11940.0,2014,South Carolina
2014-10-25,22  Auburn,87451,home,L,35,42,03:11:00,11460.0,2014,South Carolina
2014-11-01,Tennessee,81891,home,L,42,45,03:59:00,14340.0,2014,South Carolina
2014-11-15,Florida,85088,home,W,23,20,03:36:00,12960.0,2014,South Carolina
2014-11-22,South Ala.,78201,home,W,37,12,03:19:00,11940.0,2014,South Carolina
2014-11-29,15  Clemson,82720,home,L,17,35,03:21:00,12060.0,2014,South Carolina
2014-12-27,+  Miami (Fla.),38242,home,W,24,21,03:25:00,12300.0,2014,South Carolina
2015-09-03,+ 15  North Carolina,51664,home,W,17,13,03:17:00,11820.0,2015,South Carolina
2015-09-12,Kentucky,82178,home,L,22,26,03:35:00,12900.0,2015,South Carolina
2015-09-19,Georgia,92746,home,L,20,52,03:21:00,12060.0,2015,South Carolina
2015-09-26,UCF,78411,home,W,31,14,03:11:00,11460.0,2015,South Carolina
2015-10-03,Missouri,66751,home,L,10,24,03:21:00,12060.0,2015,South Carolina
2015-10-10,16  LSU,42058,home,L,24,45,03:16:00,11760.0,2015,South Carolina
2015-10-17,Vanderbilt,75159,home,W,19,10,03:23:00,12180.0,2015,South Carolina
2015-10-31,Texas A&M,102154,home,L,28,35,03:15:00,11700.0,2015,South Carolina
2015-11-07,22  Tennessee,101253,home,L,24,27,03:34:00,12840.0,2015,South Carolina
2015-11-14,25  Florida,78536,home,L,14,24,03:11:00,11460.0,2015,South Carolina
2015-11-21,Citadel,77241,home,L,22,23,03:19:00,11940.0,2015,South Carolina
2015-11-28,2  Clemson,81409,home,L,32,37,03:25:00,12300.0,2015,South Carolina
2016-09-01,Vanderbilt,30304,home,W,13,10,03:26:00,12360.0,2016,South Carolina
2016-09-10,Mississippi St.,57763,home,L,14,27,03:04:00,11040.0,2016,South Carolina
2016-09-17,East Caro.,80384,home,W,20,15,03:19:00,11940.0,2016,South Carolina
2016-09-24,Kentucky,51702,home,L,10,17,03:15:00,11700.0,2016,South Carolina
2016-10-01,Texas A&M,78245,home,L,13,24,03:20:00,12000.0,2016,South Carolina
2016-10-09,Georgia,77221,home,L,14,28,03:16:00,11760.0,2016,South Carolina
2016-10-22,Massachusetts,73428,home,W,34,28,03:31:00,12660.0,2016,South Carolina
2016-10-29,Tennessee,78696,home,W,24,21,03:40:00,13200.0,2016,South Carolina
2016-11-05,Missouri,73817,home,W,31,21,03:20:00,12000.0,2016,South Carolina
2016-11-12,20  Florida,89614,home,L,7,20,03:12:00,11520.0,2016,South Carolina
2016-11-19,Western Caro.,76650,home,W,44,31,03:12:00,11520.0,2016,South Carolina
2016-11-26,3  Clemson,81542,home,L,7,56,03:23:00,12180.0,2016,South Carolina
2016-12-29,+ 25  South Fla.,31229,home,L,39,46,03:36:00,12960.0,2016,South Carolina
2017-09-02,+ 23  North Carolina St.,50367,home,W,35,28,03:48:00,13680.0,2017,South Carolina
2017-09-09,Missouri,55023,home,W,31,13,03:07:00,11220.0,2017,South Carolina
2017-09-16,Kentucky,82493,home,L,13,23,03:24:00,12240.0,2017,South Carolina
2017-09-23,Louisiana Tech,71821,home,W,17,16,03:04:00,11040.0,2017,South Carolina
2017-09-30,Texas A&M,96430,home,L,17,24,03:32:00,12720.0,2017,South Carolina
2017-10-07,Arkansas,79416,home,W,48,22,03:36:00,12960.0,2017,South Carolina
2017-10-14,Tennessee,98104,home,W,15,9,03:09:00,11340.0,2017,South Carolina
2017-10-28,Vanderbilt,78992,home,W,34,27,03:43:00,13380.0,2017,South Carolina
2017-11-04,2  Georgia,92746,home,L,10,24,03:05:00,11100.0,2017,South Carolina
2017-11-11,Florida,79727,home,W,28,20,03:32:00,12720.0,2017,South Carolina
2017-11-18,Wofford,74742,home,W,31,10,02:45:00,9900.0,2017,South Carolina
