date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2021-11-27,Toledo,11282,home,L,14,49,03:22:00,12120.0,2021,Akron
2022-09-01,St. Francis (Pa.),8752,home,W,30,23,04:35:00,16500.0,2022,Akron
2022-09-10,Michigan St.,70079,home,L,0,52,03:57:00,14220.0,2022,Akron
2022-09-17,6  Tennessee,101915,home,L,6,63,03:35:00,12900.0,2022,Akron
2022-09-24,Liberty,20004,home,L,12,21,03:23:00,12180.0,2022,Akron
2022-10-01,Bowling Green,8093,home,L,28,31,03:20:00,12000.0,2022,Akron
2022-10-08,Ohio,23108,home,L,34,55,03:14:00,11640.0,2022,Akron
2022-10-15,Central Mich.,14814,home,L,21,28,03:07:00,11220.0,2022,Akron
2022-10-22,Kent St.,20472,home,L,27,33,03:32:00,12720.0,2022,Akron
2022-10-29,Miami (Ohio),11749,home,L,9,27,03:28:00,12480.0,2022,Akron
2022-11-08,Eastern Mich.,12589,home,L,28,34,03:47:00,13620.0,2022,Akron
2022-11-26,Northern Ill.,6288,home,W,44,12,03:26:00,12360.0,2022,Akron
2022-12-02,Buffalo,12247,home,L,22,23,03:44:00,13440.0,2022,Akron
2009-09-05,+ 10  Virginia Tech,74954,home,W,34,24,03:38:00,13080.0,2009,Alabama
2009-09-12,Florida Int'l,92012,home,W,40,14,03:10:00,11400.0,2009,Alabama
2009-09-19,North Texas,92012,home,W,53,7,02:52:00,10320.0,2009,Alabama
2009-09-26,Arkansas,92012,home,W,35,7,03:23:00,12180.0,2009,Alabama
2009-10-03,Kentucky,70967,home,W,38,20,03:08:00,11280.0,2009,Alabama
2009-10-10,20  Mississippi,62657,home,W,22,3,03:27:00,12420.0,2009,Alabama
2009-10-17,South Carolina,92012,home,W,20,6,03:19:00,11940.0,2009,Alabama
2009-10-24,Tennessee,92012,home,W,12,10,03:17:00,11820.0,2009,Alabama
2009-11-07,17  LSU,92012,home,W,24,15,03:32:00,12720.0,2009,Alabama
2009-11-14,Mississippi St.,58103,home,W,31,3,03:05:00,11100.0,2009,Alabama
2009-11-21,Chattanooga,92012,home,W,45,0,02:53:00,10380.0,2009,Alabama
2009-11-27,Auburn,87451,home,W,26,21,03:19:00,11940.0,2009,Alabama
2009-12-05,+ 3  Florida,75514,home,W,32,13,03:27:00,12420.0,2009,Alabama
2010-01-07,+ 2  Texas,94906,home,W,37,21,03:28:00,12480.0,2009,Alabama
2010-09-04,San Jose St.,101821,home,W,48,3,02:50:00,10200.0,2010,Alabama
2010-09-11,Penn St.,101821,home,W,24,3,03:03:00,10980.0,2010,Alabama
2010-09-18,Duke,39042,home,W,62,13,03:26:00,12360.0,2010,Alabama
2010-09-25,12  Arkansas,76808,home,W,24,20,03:22:00,12120.0,2010,Alabama
2010-10-02,Florida,101821,home,W,31,6,02:59:00,10740.0,2010,Alabama
2010-10-09,22  South Carolina,82993,home,L,21,35,03:25:00,12300.0,2010,Alabama
2010-10-16,Mississippi,101821,home,W,23,10,03:18:00,11880.0,2010,Alabama
2010-10-23,Tennessee,102455,home,W,41,10,03:21:00,12060.0,2010,Alabama
2010-11-06,8  LSU,92969,home,L,21,24,03:29:00,12540.0,2010,Alabama
2010-11-13,15  Mississippi St.,101821,home,W,30,10,03:03:00,10980.0,2010,Alabama
2010-11-18,Georgia St.,101821,home,W,63,7,03:00:00,10800.0,2010,Alabama
2010-11-26,1  Auburn,101821,home,L,27,28,03:29:00,12540.0,2010,Alabama
2011-01-01,+ 14  Michigan St.,61519,home,W,49,7,03:12:00,11520.0,2010,Alabama
2011-09-03,Kent St.,101821,home,W,48,7,03:28:00,12480.0,2011,Alabama
2011-09-10,Penn St.,107846,home,W,27,11,03:20:00,12000.0,2011,Alabama
2011-09-17,North Texas,101821,home,W,41,0,03:10:00,11400.0,2011,Alabama
2011-09-24,5  Arkansas,101821,home,W,38,14,03:04:00,11040.0,2011,Alabama
2011-10-01,Florida,90888,home,W,38,10,03:21:00,12060.0,2011,Alabama
2011-10-08,Vanderbilt,101821,home,W,34,0,02:59:00,10740.0,2011,Alabama
2011-10-15,Mississippi,61792,home,W,52,7,03:03:00,10980.0,2011,Alabama
2011-10-22,Tennessee,101821,home,W,37,6,03:03:00,10980.0,2011,Alabama
2011-11-05,2  LSU,101821,home,L,6,9,03:21:00,12060.0,2011,Alabama
2011-11-12,Mississippi St.,57871,home,W,24,7,03:06:00,11160.0,2011,Alabama
2011-11-19,Ga. Southern,101821,home,W,45,21,02:55:00,10500.0,2011,Alabama
2011-11-26,Auburn,87451,home,W,42,14,03:14:00,11640.0,2011,Alabama
2012-01-09,+ 2  LSU,78237,home,W,21,0,03:01:00,10860.0,2011,Alabama
2012-09-01,+ 24  Michigan,90413,home,W,41,14,03:14:00,11640.0,2012,Alabama
2012-09-08,Western Ky.,101821,home,W,35,0,02:51:00,10260.0,2012,Alabama
2012-09-15,Arkansas,74617,home,W,52,0,03:08:00,11280.0,2012,Alabama
2012-09-22,Fla. Atlantic,101821,home,W,40,7,02:40:00,9600.0,2012,Alabama
2012-09-29,Mississippi,101821,home,W,33,14,03:15:00,11700.0,2012,Alabama
2012-10-13,Missouri,71004,home,W,42,10,03:36:00,12960.0,2012,Alabama
2012-10-20,Tennessee,102455,home,W,44,13,03:03:00,10980.0,2012,Alabama
2012-10-27,Mississippi St.,101821,home,W,38,7,03:14:00,11640.0,2012,Alabama
2012-11-03,14  LSU,93374,home,W,21,17,03:34:00,12840.0,2012,Alabama
2012-11-10,5  Texas A&M,101821,home,L,24,29,03:29:00,12540.0,2012,Alabama
2012-11-17,Western Caro.,101126,home,W,49,0,02:43:00,9780.0,2012,Alabama
2012-11-24,Auburn,101821,home,W,49,0,03:09:00,11340.0,2012,Alabama
2012-12-01,+ 5  Georgia,75624,home,W,32,28,03:42:00,13320.0,2012,Alabama
2013-01-07,+ 4  Notre Dame,80120,home,W,42,14,03:10:00,11400.0,2012,Alabama
2013-08-31,+  Virginia Tech,73114,home,W,35,10,03:13:00,11580.0,2013,Alabama
2013-09-14,18  Texas A&M,87596,home,W,49,42,03:35:00,12900.0,2013,Alabama
2013-09-21,Colorado St.,101821,home,W,31,6,03:00:00,10800.0,2013,Alabama
2013-09-28,Mississippi,101821,home,W,25,0,03:14:00,11640.0,2013,Alabama
2013-10-05,Georgia St.,101254,home,W,45,3,02:53:00,10380.0,2013,Alabama
2013-10-12,Kentucky,69873,home,W,48,7,03:26:00,12360.0,2013,Alabama
2013-10-19,Arkansas,101821,home,W,52,0,03:06:00,11160.0,2013,Alabama
2013-10-26,Tennessee,101821,home,W,45,10,03:09:00,11340.0,2013,Alabama
2013-11-09,14  LSU,101821,home,W,38,17,03:18:00,11880.0,2013,Alabama
2013-11-16,Mississippi St.,57211,home,W,20,7,03:06:00,11160.0,2013,Alabama
2013-11-23,Chattanooga,100179,home,W,49,0,02:39:00,9540.0,2013,Alabama
2013-11-30,2  Auburn,87451,home,L,28,34,03:44:00,13440.0,2013,Alabama
2014-01-02,+ 6  Oklahoma,70473,home,L,31,45,03:52:00,13920.0,2013,Alabama
2014-08-30,+  West Virginia,70502,home,W,33,23,03:29:00,12540.0,2014,Alabama
2014-09-06,Fla. Atlantic,100306,home,W,41,0,02:47:00,10020.0,2014,Alabama
2014-09-13,Southern Miss.,101821,home,W,52,12,03:16:00,11760.0,2014,Alabama
2014-09-20,Florida,101821,home,W,42,21,03:39:00,13140.0,2014,Alabama
2014-10-04,17  Mississippi,61826,home,L,17,23,03:29:00,12540.0,2014,Alabama
2014-10-11,Arkansas,72337,home,W,14,13,03:34:00,12840.0,2014,Alabama
2014-10-18,Texas A&M,101821,home,W,59,0,03:13:00,11580.0,2014,Alabama
2014-10-25,Tennessee,102455,home,W,34,20,03:24:00,12240.0,2014,Alabama
2014-11-08,LSU,102321,home,W,20,13,03:55:00,14100.0,2014,Alabama
2014-11-15,11  Mississippi St.,101821,home,W,25,20,03:32:00,12720.0,2014,Alabama
2014-11-22,Western Caro.,101325,home,W,48,14,03:20:00,12000.0,2014,Alabama
2014-11-29,22  Auburn,101821,home,W,55,44,03:57:00,14220.0,2014,Alabama
2014-12-06,+ 14  Missouri,73526,home,W,42,13,03:25:00,12300.0,2014,Alabama
2015-01-01,+ 1  Ohio St.,74682,home,L,35,42,03:41:00,13260.0,2014,Alabama
2015-09-05,+ 21  Wisconsin,64279,home,W,35,17,03:23:00,12180.0,2015,Alabama
2015-09-12,Middle Tenn. St.,98568,home,W,37,10,03:30:00,12600.0,2015,Alabama
2015-09-19,10  Mississippi,101821,home,L,37,43,04:05:00,14700.0,2015,Alabama
2015-09-26,La.-Monroe,101323,home,W,34,0,03:27:00,12420.0,2015,Alabama
2015-10-03,Georgia,92746,home,W,38,10,03:24:00,12240.0,2015,Alabama
2015-10-10,Arkansas,101821,home,W,27,14,03:31:00,12660.0,2015,Alabama
2015-10-17,Texas A&M,105733,home,W,41,23,03:37:00,13020.0,2015,Alabama
2015-10-24,22  Tennessee,101821,home,W,19,14,03:13:00,11580.0,2015,Alabama
2015-11-07,16  LSU,101821,home,W,30,16,03:25:00,12300.0,2015,Alabama
2015-11-14,Mississippi St.,62435,home,W,31,6,03:27:00,12420.0,2015,Alabama
2015-11-21,Charleston So.,100611,home,W,56,6,02:58:00,10680.0,2015,Alabama
2015-11-28,Auburn,87451,home,W,29,13,03:34:00,12840.0,2015,Alabama
2015-12-05,+ 25  Florida,75320,home,W,29,15,03:40:00,13200.0,2015,Alabama
2015-12-31,+ 6  Michigan St.,82812,home,W,38,0,03:19:00,11940.0,2015,Alabama
2016-01-11,+ 2  Clemson,75765,home,W,45,40,03:45:00,13500.0,2015,Alabama
2016-09-03,+ 9  Southern California,81359,home,W,52,6,03:19:00,11940.0,2016,Alabama
2016-09-10,Western Ky.,101821,home,W,38,10,03:20:00,12000.0,2016,Alabama
2016-09-17,Mississippi,66176,home,W,48,43,04:02:00,14520.0,2016,Alabama
2016-09-24,Kent St.,101821,home,W,48,0,03:07:00,11220.0,2016,Alabama
2016-10-01,Kentucky,101821,home,W,34,6,03:09:00,11340.0,2016,Alabama
2016-10-08,Arkansas,75459,home,W,49,30,03:38:00,13080.0,2016,Alabama
2016-10-15,Tennessee,102455,home,W,49,10,03:21:00,12060.0,2016,Alabama
2016-10-22,Texas A&M,101821,home,W,33,14,03:34:00,12840.0,2016,Alabama
2016-11-05,19  LSU,102321,home,W,10,0,03:08:00,11280.0,2016,Alabama
2016-11-12,Mississippi St.,101821,home,W,51,3,03:18:00,11880.0,2016,Alabama
2016-11-19,Chattanooga,101821,home,W,31,3,03:05:00,11100.0,2016,Alabama
2016-11-26,17  Auburn,101821,home,W,30,12,03:18:00,11880.0,2016,Alabama
2016-12-03,+ 20  Florida,74632,home,W,54,16,03:27:00,12420.0,2016,Alabama
2016-12-31,+ 4  Washington,75996,home,W,24,7,03:22:00,12120.0,2016,Alabama
2017-01-09,+ 3  Clemson,74512,home,L,31,35,04:08:00,14880.0,2016,Alabama
2017-09-02,+  Florida St.,76330,home,W,24,7,03:16:00,11760.0,2017,Alabama
2017-09-09,Fresno St.,101127,home,W,41,10,03:01:00,10860.0,2017,Alabama
2017-09-16,Colorado St.,101821,home,W,41,23,03:11:00,11460.0,2017,Alabama
2017-09-23,Vanderbilt,40350,home,W,59,0,03:07:00,11220.0,2017,Alabama
2017-09-30,Mississippi,101821,home,W,66,3,03:11:00,11460.0,2017,Alabama
2017-10-07,Texas A&M,101058,home,W,27,19,03:18:00,11880.0,2017,Alabama
2017-10-14,Arkansas,101821,home,W,41,9,03:12:00,11520.0,2017,Alabama
2017-10-21,Tennessee,101821,home,W,45,7,03:22:00,12120.0,2017,Alabama
2017-11-04,18  LSU,101821,home,W,24,10,03:07:00,11220.0,2017,Alabama
2017-11-11,19  Mississippi St.,61344,home,W,31,24,03:28:00,12480.0,2017,Alabama
2017-11-18,Mercer,101821,home,W,56,0,02:54:00,10440.0,2017,Alabama
2017-11-25,10  Auburn,87451,home,L,14,26,03:17:00,11820.0,2017,Alabama
2018-01-01,+ 4  Clemson,72360,home,W,24,6,03:19:00,11940.0,2017,Alabama
2018-01-08,+ 2  Georgia,77430,home,W,26,23,03:50:00,13800.0,2017,Alabama
2018-09-01,+  Louisville,57280,home,W,51,14,03:35:00,12900.0,2018,Alabama
2018-09-08,Arkansas St.,100495,home,W,57,7,03:26:00,12360.0,2018,Alabama
2018-09-15,Mississippi,62919,home,W,62,7,03:18:00,11880.0,2018,Alabama
2018-09-22,16  Texas A&M,101821,home,W,45,23,03:23:00,12180.0,2018,Alabama
2018-09-29,La.-Lafayette,101471,home,W,56,14,02:55:00,10500.0,2018,Alabama
2018-10-06,Arkansas,64974,home,W,65,31,03:17:00,11820.0,2018,Alabama
2018-10-13,Missouri,101821,home,W,39,10,03:13:00,11580.0,2018,Alabama
2018-10-20,Tennessee,97087,home,W,58,21,03:19:00,11940.0,2018,Alabama
2018-11-03,6  LSU,102321,home,W,29,0,03:09:00,11340.0,2018,Alabama
2018-11-10,Mississippi St.,101821,home,W,24,0,02:54:00,10440.0,2018,Alabama
2018-11-17,Citadel,101681,home,W,50,17,02:57:00,10620.0,2018,Alabama
2018-11-24,Auburn,101821,home,W,52,21,03:17:00,11820.0,2018,Alabama
2018-12-01,+ 7  Georgia,77141,home,W,35,28,03:35:00,12900.0,2018,Alabama
2018-12-29,+ 4  Oklahoma,66203,home,W,45,34,03:37:00,13020.0,2018,Alabama
2019-01-07,+ 1  Clemson,74814,home,L,16,44,03:27:00,12420.0,2018,Alabama
2019-08-31,+  Duke,71916,home,W,42,3,03:14:00,11640.0,2019,Alabama
2019-09-07,New Mexico St.,100710,home,W,62,10,03:05:00,11100.0,2019,Alabama
2019-09-14,South Carolina,81954,home,W,47,23,03:26:00,12360.0,2019,Alabama
2019-09-21,Southern Miss.,101821,home,W,49,7,02:54:00,10440.0,2019,Alabama
2019-09-28,Mississippi,99590,home,W,59,31,03:31:00,12660.0,2019,Alabama
2019-10-12,Texas A&M,106749,home,W,47,28,03:29:00,12540.0,2019,Alabama
2019-10-19,Tennessee,101821,home,W,35,13,03:13:00,11580.0,2019,Alabama
2019-10-26,Arkansas,100233,home,W,48,7,02:55:00,10500.0,2019,Alabama
2019-11-09,1  LSU,101821,home,L,41,46,03:42:00,13320.0,2019,Alabama
2019-11-16,Mississippi St.,57607,home,W,38,7,03:11:00,11460.0,2019,Alabama
2019-11-23,Western Caro.,101821,home,W,66,3,02:55:00,10500.0,2019,Alabama
2019-11-30,14  Auburn,87451,home,L,45,48,03:49:00,13740.0,2019,Alabama
2020-01-01,+ 18  Michigan,59746,home,W,35,16,03:26:00,12360.0,2019,Alabama
2020-09-26,Missouri,11738,home,W,38,19,03:15:00,11700.0,2020,Alabama
2020-10-03,5  Texas A&M,19424,home,W,52,24,03:18:00,11880.0,2020,Alabama
2020-10-10,Mississippi,14419,home,W,63,48,03:47:00,13620.0,2020,Alabama
2020-10-17,11  Georgia,19424,home,W,41,24,03:22:00,12120.0,2020,Alabama
2020-10-24,Tennessee,23394,home,W,48,17,03:14:00,11640.0,2020,Alabama
2020-10-31,Mississippi St.,19424,home,W,41,0,03:31:00,12660.0,2020,Alabama
2020-11-21,Kentucky,19424,home,W,63,3,03:09:00,11340.0,2020,Alabama
2020-11-28,Auburn,19424,home,W,42,13,03:05:00,11100.0,2020,Alabama
2020-12-05,LSU,22349,home,W,55,17,03:30:00,12600.0,2020,Alabama
2020-12-12,Arkansas,16500,home,W,52,3,03:04:00,11040.0,2020,Alabama
2020-12-19,+ 10  Florida,16520,home,W,52,46,03:45:00,13500.0,2020,Alabama
2021-01-01,+ 4  Notre Dame,18373,home,W,31,14,03:13:00,11580.0,2020,Alabama
2021-01-11,+ 3  Ohio St.,14926,home,W,52,24,03:32:00,12720.0,2020,Alabama
2021-09-04,+  Miami (Fla.),71829,home,W,44,13,03:34:00,12840.0,2021,Alabama
2021-09-11,Mercer,95396,home,W,48,14,03:10:00,11400.0,2021,Alabama
2021-09-18,Florida,90887,home,W,31,29,03:29:00,12540.0,2021,Alabama
2021-09-25,Southern Miss.,100077,home,W,63,14,03:09:00,11340.0,2021,Alabama
2021-10-02,11  Mississippi,100077,home,W,42,21,03:14:00,11640.0,2021,Alabama
2021-10-09,Texas A&M,106815,home,L,38,41,03:37:00,13020.0,2021,Alabama
2021-10-16,Mississippi St.,53796,home,W,49,9,03:20:00,12000.0,2021,Alabama
2021-10-23,Tennessee,100077,home,W,52,24,03:33:00,12780.0,2021,Alabama
2021-11-06,LSU,100077,home,W,20,14,03:29:00,12540.0,2021,Alabama
2021-11-13,New Mexico St.,97011,home,W,59,3,03:09:00,11340.0,2021,Alabama
2021-11-20,21  Arkansas,98323,home,W,42,35,03:27:00,12420.0,2021,Alabama
2021-11-27,Auburn,87451,home,W,24,22,04:00:00,14400.0,2021,Alabama
2021-12-04,+ 1  Georgia,78030,home,W,41,24,03:36:00,12960.0,2021,Alabama
2021-12-31,+ 4  Cincinnati,76313,home,W,27,6,03:18:00,11880.0,2021,Alabama
2022-01-10,+ 1  Georgia,68311,home,L,18,33,03:41:00,13260.0,2021,Alabama
2022-09-03,Utah St.,98321,home,W,55,0,03:40:00,13200.0,2022,Alabama
2022-09-10,25  Texas,105213,home,W,20,19,03:32:00,12720.0,2022,Alabama
2022-09-17,La.-Monroe,98433,home,W,63,7,03:21:00,12060.0,2022,Alabama
2022-09-24,Vanderbilt,96246,home,W,55,3,03:15:00,11700.0,2022,Alabama
2022-10-01,Arkansas,75579,home,W,49,26,03:40:00,13200.0,2022,Alabama
2022-10-08,Texas A&M,100077,home,W,24,20,03:27:00,12420.0,2022,Alabama
2022-10-15,6  Tennessee,101915,home,L,49,52,03:55:00,14100.0,2022,Alabama
2022-10-22,20  Mississippi St.,100077,home,W,30,6,03:38:00,13080.0,2022,Alabama
2022-11-05,16  LSU,102321,home,L,31,32,03:56:00,14160.0,2022,Alabama
2022-11-12,Mississippi,65923,home,W,30,24,03:17:00,11820.0,2022,Alabama
2022-11-19,Austin Peay,99639,home,W,34,0,03:07:00,11220.0,2022,Alabama
2022-11-26,Auburn,100077,home,W,49,27,03:28:00,12480.0,2022,Alabama
2022-12-31,+ 14  Kansas St.,60437,home,W,45,20,03:30:00,12600.0,2022,Alabama
2014-08-30,Michigan,106811,home,L,14,52,03:17:00,11820.0,2014,Appalachian State
2014-09-06,Campbell,25861,home,W,66,0,03:08:00,11280.0,2014,Appalachian State
2014-09-20,Southern Miss.,21836,home,L,20,21,03:29:00,12540.0,2014,Appalachian State
2014-09-25,Ga. Southern,24535,home,L,14,34,03:16:00,11760.0,2014,Appalachian State
2014-10-04,South Ala.,24215,home,L,21,47,03:34:00,12840.0,2014,Appalachian State
2014-10-11,Liberty,26058,home,L,48,55,03:43:00,13380.0,2014,Appalachian State
2014-10-18,Troy,15664,home,W,53,14,03:00:00,10800.0,2014,Appalachian State
2014-11-01,Georgia St.,22643,home,W,44,0,02:47:00,10020.0,2014,Appalachian State
2014-11-08,La.-Monroe,20497,home,W,31,29,03:24:00,12240.0,2014,Appalachian State
2014-11-15,Arkansas St.,20016,home,W,37,32,03:36:00,12960.0,2014,Appalachian State
2014-11-22,La.-Lafayette,20638,home,W,35,16,03:05:00,11100.0,2014,Appalachian State
2014-11-29,Idaho,19721,home,W,45,28,03:23:00,12180.0,2014,Appalachian State
2015-09-05,Howard,24314,home,W,49,0,03:34:00,12840.0,2015,Appalachian State
2015-09-12,2  Clemson,81467,home,L,10,41,03:25:00,12300.0,2015,Appalachian State
2015-09-26,Old Dominion,20118,home,W,49,0,02:53:00,10380.0,2015,Appalachian State
2015-10-03,Wyoming,19345,home,W,31,13,02:51:00,10260.0,2015,Appalachian State
2015-10-10,Georgia St.,10101,home,W,37,3,03:02:00,10920.0,2015,Appalachian State
2015-10-17,La.-Monroe,11767,home,W,59,14,03:03:00,10980.0,2015,Appalachian State
2015-10-22,Ga. Southern,24121,home,W,31,13,02:53:00,10380.0,2015,Appalachian State
2015-10-31,Troy,26130,home,W,44,41,03:45:00,13500.0,2015,Appalachian State
2015-11-05,Arkansas St.,18721,home,L,27,40,03:23:00,12180.0,2015,Appalachian State
2015-11-14,Idaho,10113,home,W,47,20,03:11:00,11460.0,2015,Appalachian State
2015-11-28,La.-Lafayette,16124,home,W,28,7,02:56:00,10560.0,2015,Appalachian State
2015-12-05,South Ala.,12346,home,W,34,27,03:30:00,12600.0,2015,Appalachian State
2015-12-19,+  Ohio,21395,home,W,31,29,03:39:00,13140.0,2015,Appalachian State
2016-09-01,Tennessee,100074,home,L,13,20,03:29:00,12540.0,2016,Appalachian State
2016-09-10,Old Dominion,23374,home,W,31,7,03:09:00,11340.0,2016,Appalachian State
2016-09-17,Miami (Fla.),34658,home,L,10,45,03:14:00,11640.0,2016,Appalachian State
2016-09-24,Akron,15381,home,W,45,38,03:20:00,12000.0,2016,Appalachian State
2016-10-01,Georgia St.,24782,home,W,17,3,03:10:00,11400.0,2016,Appalachian State
2016-10-12,La.-Lafayette,16960,home,W,24,0,03:10:00,11400.0,2016,Appalachian State
2016-10-22,Idaho,26931,home,W,37,19,02:57:00,10620.0,2016,Appalachian State
2016-10-27,Ga. Southern,23474,home,W,34,10,04:29:00,16140.0,2016,Appalachian State
2016-11-05,Texas St.,28472,home,W,35,10,02:55:00,10500.0,2016,Appalachian State
2016-11-12,Troy,25782,home,L,24,28,03:26:00,12360.0,2016,Appalachian State
2016-11-19,La.-Monroe,18699,home,W,42,17,02:56:00,10560.0,2016,Appalachian State
2016-11-26,New Mexico St.,5366,home,W,37,7,02:59:00,10740.0,2016,Appalachian State
2016-12-17,+  Toledo,0,home,W,31,28,03:23:00,12180.0,2016,Appalachian State
2017-09-02,2  Georgia,92746,home,L,10,31,03:15:00,11700.0,2017,Appalachian State
2017-09-09,Savannah St.,20109,home,W,54,7,03:12:00,11520.0,2017,Appalachian State
2017-09-16,Texas St.,19520,home,W,20,13,02:59:00,10740.0,2017,Appalachian State
2017-09-23,Wake Forest,35126,home,L,19,20,03:51:00,13860.0,2017,Appalachian State
2017-10-07,New Mexico St.,22787,home,W,45,31,03:33:00,12780.0,2017,Appalachian State
2017-10-14,Idaho,10168,home,W,23,20,02:58:00,10680.0,2017,Appalachian State
2017-10-21,Coastal Caro.,30179,home,W,37,29,03:40:00,13200.0,2017,Appalachian State
2017-10-28,Massachusetts,11889,home,L,27,30,03:43:00,13380.0,2017,Appalachian State
2017-11-04,La.-Monroe,7397,home,L,45,52,03:18:00,11880.0,2017,Appalachian State
2017-11-09,Ga. Southern,23110,home,W,27,6,02:57:00,10620.0,2017,Appalachian State
2017-11-25,Georgia St.,13154,home,W,31,10,03:05:00,11100.0,2017,Appalachian State
2017-12-02,La.-Lafayette,23411,home,W,63,14,02:55:00,10500.0,2017,Appalachian State
2017-12-23,+  Toledo,28706,home,W,34,0,03:13:00,11580.0,2017,Appalachian State
2018-09-01,17  Penn St.,105232,home,L,38,45,03:40:00,13200.0,2018,Appalachian State
2018-09-08,Charlotte,19151,home,W,45,9,02:53:00,10380.0,2018,Appalachian State
2018-09-22,Gardner-Webb,21084,home,W,72,7,03:00:00,10800.0,2018,Appalachian State
2018-09-29,South Ala.,25862,home,W,52,7,03:05:00,11100.0,2018,Appalachian State
2018-10-09,Arkansas St.,21421,home,W,35,9,03:23:00,12180.0,2018,Appalachian State
2018-10-20,La.-Lafayette,27082,home,W,27,17,03:05:00,11100.0,2018,Appalachian State
2018-10-25,Ga. Southern,19252,home,L,14,34,03:07:00,11220.0,2018,Appalachian State
2018-11-03,Coastal Caro.,13004,home,W,23,7,02:58:00,10680.0,2018,Appalachian State
2018-11-10,Texas St.,11482,home,W,38,7,02:43:00,9780.0,2018,Appalachian State
2018-11-17,Georgia St.,22315,home,W,45,17,02:51:00,10260.0,2018,Appalachian State
2018-11-24,Troy,20410,home,W,21,10,03:30:00,12600.0,2018,Appalachian State
2018-12-01,La.-Lafayette,14963,home,W,30,19,03:05:00,11100.0,2018,Appalachian State
2018-12-15,+  Middle Tenn. St.,23942,home,W,45,13,03:03:00,10980.0,2018,Appalachian State
2019-08-31,East Tenn. St.,25147,home,W,42,7,03:00:00,10800.0,2019,Appalachian State
2019-09-07,Charlotte,29182,home,W,56,41,03:50:00,13800.0,2019,Appalachian State
2019-09-21,North Carolina,50500,home,W,34,31,03:18:00,11880.0,2019,Appalachian State
2019-09-28,Coastal Caro.,25055,home,W,56,37,05:27:00,19620.0,2019,Appalachian State
2019-10-09,La.-Lafayette,21012,home,W,17,7,03:00:00,10800.0,2019,Appalachian State
2019-10-19,La.-Monroe,27717,home,W,52,7,03:05:00,11100.0,2019,Appalachian State
2019-10-26,South Ala.,17969,home,W,30,3,02:57:00,10620.0,2019,Appalachian State
2019-10-31,Ga. Southern,18796,home,L,21,24,03:20:00,12000.0,2019,Appalachian State
2019-11-09,South Carolina,80849,home,W,20,15,03:35:00,12900.0,2019,Appalachian State
2019-11-16,Georgia St.,17908,home,W,56,27,03:24:00,12240.0,2019,Appalachian State
2019-11-23,Texas St.,22125,home,W,35,13,02:57:00,10620.0,2019,Appalachian State
2019-11-29,Troy,18989,home,W,48,13,03:05:00,11100.0,2019,Appalachian State
2019-12-07,La.-Lafayette,18618,home,W,45,38,03:37:00,13020.0,2019,Appalachian State
2019-12-21,+  UAB,21202,home,W,31,17,03:23:00,12180.0,2019,Appalachian State
2020-09-12,Charlotte,0,home,W,35,20,03:32:00,12720.0,2020,Appalachian State
2020-09-19,Marshall,12050,home,L,7,17,03:21:00,12060.0,2020,Appalachian State
2020-09-26,Campbell,0,home,W,52,21,03:21:00,12060.0,2020,Appalachian State
2020-10-22,Arkansas St.,2100,home,W,45,17,03:26:00,12360.0,2020,Appalachian State
2020-10-31,La.-Monroe,5493,home,W,31,13,03:03:00,10980.0,2020,Appalachian State
2020-11-07,Texas St.,6745,home,W,38,17,03:06:00,11160.0,2020,Appalachian State
2020-11-14,Georgia St.,2170,home,W,17,13,03:08:00,11280.0,2020,Appalachian State
2020-11-21,9  Coastal Caro.,5000,home,L,23,34,03:35:00,12900.0,2020,Appalachian State
2020-11-28,Troy,2170,home,W,47,10,03:06:00,11160.0,2020,Appalachian State
2020-12-04,16  La.-Lafayette,2170,home,L,21,24,03:22:00,12120.0,2020,Appalachian State
2020-12-12,Ga. Southern,6228,home,W,34,26,03:17:00,11820.0,2020,Appalachian State
2020-12-21,+  North Texas,5000,home,W,56,28,03:39:00,13140.0,2020,Appalachian State
