year,team_name,scoring_points_per_game,first_downs_total,rushing_yardsperattempt,passing_rating,passing_yards,total_offense_yardsperplay,punt_returns_yardsperreturn,kickoff_returns_yardsperreturn,punting_yardsperpunt,time_of_possessionpergame,third_down_conversions_conversion_perc,fourth_down_conversions_conversion_perc,red_zone_success_perc,field_goals_success_perc,pat_kicking_success_perc,two_point_conversions_success_perc,scoring_games,scoring_points,first_downs_rushing,first_downs_passing,first_downs_by_penalty,rushing_attempts,rushing_yards,rushing_td,passing_attempts,passing_completions,passing_interceptions,passing_td,total_offense_plays,total_offense_yards,punt_returns_returns,punt_returns_yards,punt_returns_td,kickoff_returns_returns,kickoff_returns_yards,kickoff_returns_td,punting_punts,punting_yards,interceptions_returns,interceptions_yards,interceptions_td,fumbles_number,fumbles_lost,penalties_number,penalties_yards,third_down_conversions_attempts,third_down_conversions_conversions,fourth_down_conversions_attempts,fourth_down_conversions_conversions,red_zone_attempts,red_zone_scores,field_goals_attempts,field_goals_made,pat_kicking_attempts,pat_kicking_made,two_point_conversions_attempts,two_point_conversions_made,opponent_scoring_points_per_game,opponent_first_downs_total,opponent_rushing_yardsperattempt,opponent_passing_rating,opponent_passing_yards,opponent_total_offense_yardsperplay,opponent_punt_returns_yardsperreturn,opponent_kickoff_returns_yardsperreturn,opponent_punting_yardsperpunt,opponent_time_of_possessionpergame,opponent_third_down_conversions_conversion_perc,opponent_fourth_down_conversions_conversion_perc,opponent_red_zone_success_perc,opponent_field_goals_success_perc,opponent_pat_kicking_success_perc,opponent_two_point_conversions_success_perc,opponent_scoring_games,opponent_scoring_points,opponent_first_downs_rushing,opponent_first_downs_passing,opponent_first_downs_by_penalty,opponent_rushing_attempts,opponent_rushing_yards,opponent_rushing_td,opponent_passing_attempts,opponent_passing_completions,opponent_passing_interceptions,opponent_passing_td,opponent_total_offense_plays,opponent_total_offense_yards,opponent_punt_returns_returns,opponent_punt_returns_yards,opponent_punt_returns_td,opponent_kickoff_returns_returns,opponent_kickoff_returns_yards,opponent_kickoff_returns_td,opponent_punting_punts,opponent_punting_yards,opponent_interceptions_returns,opponent_interceptions_yards,opponent_interceptions_td,opponent_fumbles_number,opponent_fumbles_lost,opponent_penalties_number,opponent_penalties_yards,opponent_third_down_conversions_attempts,opponent_third_down_conversions_conversions,opponent_fourth_down_conversions_attempts,opponent_fourth_down_conversions_conversions,opponent_red_zone_attempts,opponent_red_zone_scores,opponent_field_goals_attempts,opponent_field_goals_made,opponent_pat_kicking_attempts,opponent_pat_kicking_made,opponent_two_point_conversions_attempts,opponent_two_point_conversions_made
2011,UAB,20.2,242.0,3.86,111.83,2815.0,5.19,10.21,20.0,40.29,30:00.08,0.4036,0.15380000000000002,0.7442,0.8420000000000001,0.96,0.3333,12.0,242.0,86.0,136.0,20.0,402.0,1553.0,13.0,440.0,246.0,15.0,12.0,842.0,4368.0,14.0,143.0,0.0,73.0,1460.0,1.0,58.0,2337.0,9.0,165.0,2.0,21.0,11.0,60.0,523.0,166.0,67.0,13.0,2.0,43.0,32.0,19.0,16.0,25.0,24.0,3.0,1.0,36.8,311.0,5.24,158.38,3387.0,6.71,4.71,24.24,37.79,29:59.92,0.4653,0.619,0.8254,0.647,1.0,,12.0,441.0,135.0,159.0,17.0,466.0,2440.0,26.0,403.0,286.0,9.0,26.0,869.0,5827.0,14.0,66.0,0.0,50.0,1212.0,0.0,34.0,1285.0,15.0,320.0,5.0,20.0,12.0,72.0,649.0,144.0,67.0,21.0,13.0,63.0,52.0,17.0,11.0,58.0,58.0,0.0,0.0
2012,UAB,28.3,270.0,3.18,132.28,3706.0,5.62,10.04,20.82,43.06,30:46.08,0.39549999999999996,0.35710000000000003,0.8443999999999999,0.8240000000000001,0.951,0.0,12.0,339.0,93.0,150.0,27.0,416.0,1323.0,19.0,479.0,279.0,13.0,21.0,895.0,5029.0,26.0,261.0,2.0,33.0,687.0,0.0,52.0,2239.0,6.0,71.0,1.0,22.0,14.0,87.0,761.0,177.0,70.0,28.0,10.0,45.0,38.0,17.0,14.0,41.0,39.0,2.0,0.0,37.5,259.0,4.58,151.44,2935.0,6.15,16.27,25.5,38.91,29:13.92,0.4286,0.3077,0.8966,0.75,0.9640000000000001,1.0,12.0,450.0,112.0,128.0,19.0,477.0,2187.0,33.0,356.0,232.0,6.0,22.0,833.0,5122.0,22.0,358.0,0.0,32.0,816.0,0.0,53.0,2062.0,13.0,164.0,1.0,16.0,12.0,70.0,680.0,161.0,69.0,13.0,4.0,58.0,52.0,20.0,15.0,55.0,53.0,2.0,2.0
2013,UAB,26.3,240.0,4.7,126.42,2578.0,5.84,11.7,20.38,42.79,30:35.50,0.375,0.47619999999999996,0.8649,0.667,1.0,0.6667000000000001,12.0,315.0,115.0,110.0,15.0,455.0,2137.0,17.0,353.0,185.0,9.0,19.0,808.0,4715.0,10.0,117.0,1.0,53.0,1080.0,1.0,56.0,2396.0,7.0,43.0,0.0,20.0,11.0,72.0,579.0,168.0,63.0,21.0,10.0,37.0,32.0,24.0,16.0,35.0,35.0,3.0,2.0,43.8,295.0,5.6,169.67,3318.0,7.21,7.9,21.29,39.62,29:24.50,0.46,0.8332999999999999,0.9167000000000001,0.625,0.971,1.0,12.0,525.0,134.0,133.0,28.0,474.0,2656.0,35.0,355.0,232.0,7.0,32.0,829.0,5974.0,20.0,158.0,0.0,28.0,596.0,0.0,47.0,1862.0,9.0,111.0,2.0,17.0,7.0,57.0,519.0,150.0,69.0,12.0,10.0,60.0,55.0,16.0,10.0,69.0,67.0,1.0,1.0
2014,UAB,33.2,265.0,4.15,139.21,2637.0,5.51,9.53,28.15,42.64,30:33.33,0.4301,0.4286,0.7451000000000001,0.765,0.9790000000000001,0.0,12.0,398.0,150.0,102.0,13.0,613.0,2545.0,27.0,328.0,203.0,12.0,17.0,941.0,5182.0,32.0,305.0,0.0,47.0,1323.0,4.0,61.0,2601.0,9.0,99.0,2.0,13.0,9.0,77.0,674.0,193.0,83.0,28.0,12.0,51.0,38.0,17.0,13.0,48.0,47.0,4.0,0.0,29.9,245.0,4.43,129.71,2772.0,5.68,8.22,25.06,39.68,29:26.67,0.3575,0.5,0.8049,0.5329999999999999,0.932,0.0,12.0,359.0,113.0,113.0,19.0,474.0,2101.0,18.0,384.0,204.0,9.0,24.0,858.0,4873.0,23.0,189.0,1.0,36.0,902.0,1.0,76.0,3016.0,12.0,287.0,4.0,16.0,10.0,64.0,552.0,179.0,64.0,20.0,10.0,41.0,33.0,15.0,8.0,44.0,41.0,5.0,0.0
2017,UAB,27.8,251.0,4.5,130.7,2347.0,5.43,9.39,20.56,39.06,28:36.23,0.45409999999999995,0.3333,0.8957999999999999,0.765,0.9520000000000001,0.5,13.0,361.0,128.0,101.0,22.0,529.0,2382.0,27.0,342.0,207.0,5.0,16.0,871.0,4729.0,18.0,169.0,0.0,43.0,884.0,0.0,69.0,2695.0,14.0,244.0,3.0,16.0,10.0,76.0,697.0,185.0,84.0,12.0,4.0,48.0,43.0,17.0,13.0,42.0,40.0,4.0,2.0,25.6,254.0,4.63,113.54,2466.0,5.39,10.32,23.46,42.0,31:23.77,0.3636,0.47369999999999995,0.8,0.84,0.833,0.6667000000000001,13.0,333.0,110.0,113.0,31.0,494.0,2287.0,19.0,388.0,202.0,14.0,18.0,882.0,4753.0,28.0,289.0,1.0,37.0,868.0,1.0,68.0,2856.0,5.0,68.0,0.0,12.0,5.0,89.0,807.0,187.0,68.0,19.0,9.0,40.0,32.0,25.0,21.0,36.0,30.0,3.0,2.0
2018,UAB,29.9,299.0,4.52,134.95,2862.0,5.9,10.63,20.75,40.05,32:45.64,0.4474,0.3846,0.8245999999999999,0.625,0.981,,14.0,418.0,154.0,125.0,20.0,623.0,2818.0,32.0,340.0,191.0,16.0,18.0,963.0,5680.0,19.0,202.0,1.0,28.0,581.0,0.0,58.0,2323.0,9.0,39.0,1.0,11.0,4.0,95.0,1023.0,190.0,85.0,13.0,5.0,57.0,47.0,24.0,15.0,52.0,51.0,0.0,0.0,17.0,242.0,3.44,115.5,2536.0,4.79,8.88,26.8,39.56,28:18.64,0.2597,0.3182,0.8286,0.789,0.9259999999999999,0.0,14.0,238.0,92.0,107.0,43.0,480.0,1653.0,13.0,395.0,215.0,9.0,14.0,875.0,4189.0,8.0,71.0,0.0,5.0,134.0,0.0,85.0,3363.0,16.0,88.0,0.0,18.0,11.0,63.0,597.0,181.0,47.0,22.0,7.0,35.0,29.0,19.0,15.0,27.0,25.0,1.0,0.0
2019,UAB,23.1,251.0,3.78,134.47,2815.0,5.5,3.38,19.07,41.45,31:36.71,0.3132,0.4,0.8181999999999999,0.826,1.0,0.0,14.0,324.0,109.0,120.0,22.0,558.0,2111.0,16.0,338.0,192.0,20.0,20.0,896.0,4926.0,13.0,44.0,0.0,28.0,534.0,1.0,69.0,2860.0,7.0,87.0,1.0,15.0,8.0,101.0,992.0,182.0,57.0,20.0,8.0,44.0,36.0,23.0,19.0,37.0,37.0,1.0,0.0,21.6,240.0,3.47,117.05,2571.0,4.71,5.74,23.5,43.11,28:23.07,0.2834,0.4138,0.8261,0.867,0.917,0.5,14.0,302.0,88.0,101.0,51.0,477.0,1655.0,13.0,420.0,217.0,7.0,22.0,897.0,4226.0,19.0,109.0,1.0,16.0,376.0,0.0,82.0,3535.0,20.0,184.0,1.0,28.0,13.0,80.0,743.0,187.0,53.0,29.0,12.0,46.0,38.0,15.0,13.0,36.0,33.0,2.0,1.0
2020,UAB,28.4,174.0,4.92,129.68,1812.0,5.92,10.71,20.69,42.57,32:26.44,0.42310000000000003,0.6667000000000001,0.9167000000000001,0.917,0.9690000000000001,,9.0,256.0,79.0,81.0,14.0,366.0,1800.0,17.0,244.0,136.0,9.0,14.0,610.0,3612.0,7.0,75.0,1.0,13.0,269.0,0.0,46.0,1958.0,8.0,39.0,0.0,9.0,7.0,82.0,768.0,130.0,55.0,9.0,6.0,36.0,33.0,12.0,11.0,32.0,31.0,0.0,0.0,21.4,162.0,3.98,110.34,1559.0,4.69,6.42,24.29,43.22,27:33.56,0.2977,0.5832999999999999,0.875,0.733,1.0,0.0,9.0,193.0,63.0,75.0,24.0,312.0,1241.0,5.0,285.0,150.0,8.0,15.0,597.0,2800.0,12.0,77.0,0.0,31.0,753.0,1.0,51.0,2204.0,9.0,219.0,1.0,9.0,6.0,43.0,417.0,131.0,39.0,24.0,14.0,24.0,21.0,15.0,11.0,22.0,22.0,1.0,0.0
2021,UAB,29.5,234.0,4.57,158.53,2683.0,6.29,10.42,15.24,42.8,31:51.08,0.4157,0.7143,0.8478,0.688,0.98,,13.0,384.0,118.0,100.0,16.0,513.0,2342.0,27.0,286.0,182.0,10.0,20.0,799.0,5025.0,12.0,125.0,1.0,17.0,259.0,0.0,59.0,2525.0,10.0,218.0,2.0,14.0,7.0,115.0,1117.0,166.0,69.0,14.0,10.0,46.0,39.0,16.0,11.0,50.0,49.0,0.0,0.0,23.2,234.0,3.23,132.13,2825.0,5.02,7.86,18.64,41.77,28:05.23,0.3556,0.5185,0.875,0.75,0.9470000000000001,0.3333,13.0,302.0,84.0,110.0,40.0,448.0,1449.0,16.0,403.0,236.0,10.0,24.0,851.0,4274.0,14.0,110.0,0.0,28.0,522.0,0.0,70.0,2924.0,10.0,91.0,1.0,18.0,10.0,76.0,645.0,180.0,64.0,27.0,14.0,40.0,35.0,8.0,6.0,38.0,36.0,3.0,1.0
2022,UAB,30.1,279.0,5.79,140.43,2634.0,6.71,9.69,21.38,45.27,31:55.23,0.44909999999999994,0.4815,0.7843000000000001,0.737,1.0,0.3333,13.0,391.0,143.0,109.0,27.0,528.0,3059.0,32.0,321.0,194.0,7.0,15.0,849.0,5693.0,13.0,126.0,2.0,26.0,556.0,0.0,44.0,1992.0,10.0,200.0,1.0,18.0,11.0,91.0,797.0,167.0,75.0,27.0,13.0,51.0,40.0,19.0,14.0,47.0,47.0,3.0,1.0,23.2,256.0,4.56,117.64,2534.0,5.34,11.94,20.93,42.82,27:53.92,0.40740000000000004,0.5428999999999999,0.8443999999999999,0.615,0.946,0.3333,13.0,301.0,109.0,125.0,22.0,473.0,2157.0,23.0,406.0,232.0,10.0,16.0,879.0,4691.0,16.0,191.0,0.0,29.0,607.0,0.0,57.0,2441.0,7.0,71.0,0.0,10.0,8.0,74.0,652.0,189.0,77.0,35.0,19.0,45.0,38.0,13.0,8.0,37.0,35.0,3.0,1.0
2009,UCF,26.2,249.0,3.54,130.87,2734.0,5.16,11.96,24.33,37.26,30:56.00,0.3764,0.6923,0.7170000000000001,0.636,0.927,0.5,13.0,340.0,105.0,131.0,13.0,480.0,1697.0,20.0,379.0,223.0,13.0,21.0,859.0,4431.0,26.0,311.0,0.0,54.0,1314.0,1.0,65.0,2422.0,12.0,138.0,1.0,14.0,7.0,52.0,489.0,178.0,67.0,13.0,9.0,53.0,38.0,22.0,14.0,41.0,38.0,2.0,1.0,22.5,245.0,2.59,135.27,3481.0,5.23,2.29,18.79,39.73,29:04.00,0.4233,0.35710000000000003,0.8286,0.65,0.941,0.0,13.0,293.0,75.0,154.0,16.0,416.0,1076.0,12.0,455.0,281.0,12.0,20.0,871.0,4557.0,14.0,32.0,0.0,57.0,1071.0,2.0,62.0,2463.0,13.0,209.0,2.0,31.0,16.0,72.0,554.0,189.0,80.0,14.0,5.0,35.0,29.0,20.0,13.0,34.0,32.0,3.0,0.0
2010,UCF,32.1,290.0,4.36,149.01,2610.0,5.83,13.13,27.76,41.11,32:45.64,0.5085000000000001,0.6667000000000001,0.8332999999999999,0.524,0.9490000000000001,,14.0,449.0,151.0,125.0,14.0,602.0,2626.0,36.0,296.0,191.0,11.0,16.0,898.0,5236.0,30.0,394.0,0.0,45.0,1249.0,2.0,47.0,1932.0,17.0,351.0,5.0,21.0,8.0,71.0,566.0,177.0,90.0,15.0,10.0,60.0,50.0,21.0,11.0,59.0,56.0,0.0,0.0,17.1,243.0,3.36,113.0,2898.0,4.77,8.0,17.48,40.42,27:14.36,0.43479999999999996,0.5,0.8929,0.667,0.968,,14.0,240.0,94.0,134.0,15.0,451.0,1517.0,9.0,475.0,258.0,17.0,21.0,926.0,4415.0,10.0,80.0,0.0,77.0,1346.0,0.0,76.0,3072.0,11.0,97.0,1.0,19.0,6.0,61.0,523.0,207.0,90.0,22.0,11.0,28.0,25.0,12.0,8.0,31.0,30.0,0.0,0.0
2011,UCF,27.1,252.0,4.35,143.12,2856.0,6.01,8.38,26.93,41.24,33:45.08,0.44299999999999995,0.47619999999999996,0.7778,0.625,1.0,0.0,12.0,325.0,113.0,128.0,11.0,466.0,2025.0,27.0,346.0,235.0,8.0,11.0,812.0,4881.0,24.0,201.0,0.0,42.0,1131.0,1.0,42.0,1732.0,9.0,117.0,1.0,17.0,10.0,68.0,587.0,158.0,70.0,21.0,10.0,54.0,42.0,24.0,15.0,38.0,38.0,2.0,0.0,18.3,188.0,3.76,110.56,2334.0,4.97,14.57,17.96,40.17,26:12.00,0.3155,0.55,0.7879,0.7140000000000001,0.955,1.0,12.0,220.0,72.0,103.0,13.0,347.0,1306.0,9.0,385.0,208.0,9.0,12.0,732.0,3640.0,14.0,204.0,1.0,56.0,1006.0,1.0,63.0,2531.0,8.0,50.0,0.0,13.0,6.0,51.0,412.0,168.0,53.0,20.0,11.0,33.0,26.0,21.0,15.0,22.0,21.0,2.0,2.0
2012,UCF,35.4,301.0,4.83,145.8,3158.0,6.07,10.64,24.82,39.9,30:41.07,0.4892,0.6,0.8548,0.7140000000000001,0.9229999999999999,0.5,14.0,496.0,145.0,144.0,12.0,527.0,2545.0,33.0,412.0,257.0,7.0,28.0,939.0,5703.0,25.0,266.0,0.0,38.0,943.0,3.0,61.0,2434.0,11.0,246.0,2.0,13.0,8.0,60.0,507.0,186.0,91.0,15.0,9.0,62.0,53.0,14.0,10.0,65.0,60.0,2.0,1.0,22.1,292.0,4.01,119.76,3048.0,5.11,9.44,19.89,40.6,29:05.07,0.4019,0.40630000000000005,0.7308,0.688,0.9470000000000001,0.0,14.0,309.0,133.0,140.0,19.0,544.0,2182.0,21.0,480.0,288.0,11.0,16.0,1024.0,5230.0,16.0,151.0,2.0,55.0,1094.0,0.0,65.0,2639.0,7.0,45.0,0.0,26.0,16.0,55.0,438.0,214.0,86.0,32.0,13.0,52.0,38.0,16.0,11.0,38.0,36.0,1.0,0.0
2013,UCF,34.6,291.0,4.41,158.49,3661.0,6.56,10.78,22.51,39.86,32:11.77,0.48729999999999996,0.375,0.8656999999999999,0.875,1.0,0.5,13.0,450.0,114.0,153.0,24.0,471.0,2079.0,28.0,404.0,269.0,11.0,26.0,875.0,5740.0,18.0,194.0,0.0,41.0,923.0,0.0,43.0,1714.0,14.0,112.0,0.0,20.0,10.0,62.0,541.0,158.0,77.0,8.0,3.0,67.0,58.0,24.0,21.0,53.0,53.0,2.0,1.0,21.3,248.0,3.98,114.51,3114.0,5.35,5.06,20.31,41.06,27:48.23,0.4118,0.4,0.7368000000000001,0.667,1.0,0.6667000000000001,13.0,277.0,88.0,139.0,21.0,400.0,1592.0,21.0,479.0,272.0,14.0,13.0,879.0,4706.0,18.0,91.0,1.0,62.0,1259.0,0.0,66.0,2710.0,11.0,68.0,0.0,21.0,12.0,92.0,745.0,187.0,77.0,20.0,8.0,38.0,28.0,12.0,8.0,33.0,33.0,3.0,2.0
2014,UCF,28.1,266.0,3.16,128.82,3059.0,5.01,8.75,26.58,38.05,31:37.46,0.4146,0.52,0.8036,0.7240000000000001,1.0,0.3333,13.0,365.0,110.0,125.0,31.0,526.0,1661.0,19.0,416.0,233.0,15.0,23.0,942.0,4720.0,28.0,245.0,0.0,36.0,957.0,1.0,56.0,2131.0,18.0,115.0,0.0,23.0,14.0,76.0,711.0,205.0,85.0,25.0,13.0,56.0,45.0,29.0,21.0,40.0,40.0,3.0,1.0,19.2,225.0,3.17,107.76,2525.0,4.47,6.65,21.11,40.61,28:22.54,0.3711,0.2857,0.7143,0.8,0.9309999999999999,,13.0,249.0,97.0,103.0,25.0,428.0,1356.0,10.0,441.0,243.0,18.0,17.0,869.0,3881.0,20.0,133.0,1.0,56.0,1182.0,0.0,77.0,3127.0,15.0,180.0,0.0,22.0,10.0,114.0,1037.0,194.0,72.0,21.0,6.0,42.0,30.0,20.0,16.0,29.0,27.0,0.0,0.0
2015,UCF,13.9,189.0,2.74,93.31,2246.0,4.12,6.0,22.95,44.37,27:35.75,0.2924,0.3333,0.75,0.765,1.0,,12.0,167.0,59.0,110.0,20.0,356.0,975.0,4.0,425.0,211.0,23.0,13.0,781.0,3221.0,12.0,72.0,0.0,65.0,1492.0,0.0,75.0,3328.0,4.0,132.0,1.0,17.0,10.0,64.0,541.0,171.0,50.0,18.0,6.0,28.0,21.0,17.0,13.0,18.0,18.0,0.0,0.0,37.7,267.0,4.83,166.95,3179.0,6.54,7.52,20.57,38.24,32:24.25,0.4746,0.6667000000000001,0.9057,0.895,1.0,0.3333,12.0,452.0,124.0,122.0,21.0,495.0,2390.0,24.0,356.0,233.0,4.0,31.0,851.0,5569.0,27.0,203.0,0.0,28.0,576.0,0.0,59.0,2256.0,23.0,290.0,1.0,15.0,9.0,87.0,776.0,177.0,84.0,12.0,8.0,53.0,48.0,19.0,17.0,51.0,51.0,6.0,2.0
2016,UCF,28.8,249.0,3.48,111.86,2726.0,4.68,7.52,20.95,41.07,27:26.85,0.29719999999999996,0.4286,0.9143000000000001,0.773,0.929,0.75,13.0,374.0,107.0,113.0,29.0,527.0,1835.0,25.0,448.0,244.0,9.0,14.0,975.0,4561.0,27.0,203.0,1.0,40.0,838.0,1.0,81.0,3327.0,15.0,295.0,4.0,26.0,16.0,91.0,729.0,212.0,63.0,35.0,15.0,35.0,32.0,22.0,17.0,42.0,39.0,4.0,3.0,24.6,255.0,3.83,107.65,2610.0,4.78,10.61,20.03,39.33,32:33.15,0.2896,0.45159999999999995,0.7069,0.609,0.973,0.5,13.0,320.0,124.0,113.0,18.0,576.0,2204.0,22.0,432.0,223.0,15.0,16.0,1008.0,4814.0,18.0,191.0,1.0,32.0,641.0,0.0,90.0,3540.0,9.0,81.0,0.0,24.0,11.0,80.0,741.0,221.0,64.0,31.0,14.0,58.0,41.0,23.0,14.0,37.0,36.0,2.0,1.0
2017,UCF,48.2,327.0,5.17,178.45,4313.0,7.46,14.71,24.83,39.61,28:04.69,0.4545,0.5,0.8451000000000001,0.722,0.988,0.3333,13.0,627.0,120.0,170.0,37.0,500.0,2583.0,39.0,424.0,287.0,9.0,38.0,924.0,6896.0,17.0,250.0,1.0,36.0,894.0,2.0,46.0,1822.0,20.0,303.0,3.0,10.0,6.0,109.0,888.0,165.0,75.0,20.0,10.0,71.0,60.0,18.0,13.0,81.0,80.0,3.0,1.0,25.3,280.0,4.17,125.89,3485.0,5.74,6.83,20.37,43.65,30:46.08,0.408,0.4839,0.85,0.611,0.9229999999999999,0.3333,13.0,329.0,110.0,141.0,29.0,498.0,2079.0,17.0,471.0,261.0,20.0,24.0,969.0,5564.0,6.0,41.0,0.0,78.0,1589.0,1.0,66.0,2881.0,9.0,126.0,1.0,17.0,12.0,108.0,967.0,201.0,82.0,31.0,15.0,40.0,34.0,18.0,11.0,39.0,36.0,3.0,1.0
2018,UCF,43.2,347.0,5.8,149.7,3347.0,6.89,9.5,18.11,43.45,25:25.15,0.5029,0.6,0.8983,0.857,1.0,1.0,13.0,562.0,174.0,141.0,32.0,594.0,3448.0,43.0,392.0,224.0,7.0,29.0,986.0,6795.0,20.0,190.0,0.0,27.0,489.0,0.0,47.0,2042.0,14.0,227.0,2.0,16.0,7.0,97.0,848.0,175.0,88.0,20.0,12.0,59.0,53.0,14.0,12.0,74.0,74.0,1.0,1.0,22.7,307.0,4.68,117.34,2748.0,5.47,9.54,19.96,44.6,34:34.85,0.41859999999999997,0.43329999999999996,0.75,0.75,0.9690000000000001,0.0,13.0,295.0,160.0,122.0,25.0,618.0,2890.0,17.0,413.0,229.0,14.0,16.0,1031.0,5638.0,13.0,124.0,1.0,52.0,1038.0,0.0,60.0,2676.0,7.0,65.0,0.0,19.0,14.0,104.0,965.0,215.0,90.0,30.0,13.0,44.0,33.0,24.0,18.0,32.0,31.0,3.0,0.0
2019,UCF,43.4,333.0,5.2,157.47,4117.0,6.92,10.85,17.76,40.81,26:06.77,0.405,0.5758,0.7895,0.882,0.986,0.5,13.0,564.0,154.0,143.0,36.0,559.0,2909.0,34.0,457.0,271.0,8.0,36.0,1016.0,7026.0,27.0,293.0,1.0,17.0,302.0,0.0,59.0,2408.0,13.0,239.0,2.0,20.0,7.0,111.0,952.0,200.0,81.0,33.0,19.0,57.0,45.0,17.0,15.0,72.0,71.0,2.0,1.0,23.0,262.0,3.49,108.87,2593.0,4.57,13.7,22.52,43.47,33:31.23,0.293,0.64,0.8371999999999999,0.667,1.0,0.4,13.0,299.0,111.0,120.0,31.0,546.0,1906.0,14.0,439.0,230.0,13.0,17.0,985.0,4499.0,10.0,137.0,1.0,33.0,743.0,1.0,93.0,4043.0,8.0,190.0,2.0,15.0,8.0,102.0,895.0,215.0,63.0,25.0,16.0,43.0,36.0,24.0,16.0,31.0,31.0,5.0,2.0
2020,UCF,42.2,283.0,4.75,155.86,3574.0,6.61,5.89,15.85,43.9,27:30.30,0.4875,0.5455,0.8909,0.706,0.9390000000000001,0.6667000000000001,10.0,422.0,123.0,144.0,16.0,444.0,2107.0,23.0,415.0,249.0,4.0,32.0,859.0,5681.0,9.0,53.0,0.0,20.0,317.0,0.0,40.0,1756.0,9.0,56.0,0.0,12.0,6.0,92.0,748.0,160.0,78.0,22.0,12.0,55.0,49.0,17.0,12.0,49.0,46.0,6.0,4.0,33.2,276.0,4.34,150.9,2992.0,6.19,10.91,22.84,45.48,32:29.60,0.4315,0.55,0.8667,0.727,0.971,0.44439999999999996,10.0,332.0,112.0,144.0,20.0,444.0,1926.0,17.0,350.0,209.0,9.0,26.0,794.0,4918.0,11.0,120.0,0.0,25.0,571.0,0.0,46.0,2092.0,4.0,36.0,0.0,21.0,13.0,70.0,599.0,146.0,63.0,20.0,11.0,45.0,39.0,11.0,8.0,35.0,34.0,9.0,4.0
2021,UCF,31.9,260.0,5.36,142.26,2680.0,6.04,7.91,21.31,40.1,28:32.69,0.37929999999999997,0.8462000000000001,0.8448,0.5710000000000001,0.981,0.0,13.0,415.0,122.0,121.0,17.0,476.0,2552.0,27.0,390.0,252.0,9.0,29.0,866.0,5232.0,22.0,174.0,0.0,26.0,554.0,0.0,73.0,2927.0,11.0,114.0,0.0,13.0,6.0,80.0,696.0,174.0,66.0,13.0,11.0,58.0,49.0,14.0,8.0,54.0,53.0,2.0,0.0,24.5,276.0,4.32,110.49,2731.0,5.08,8.71,20.5,41.33,31:24.38,0.37810000000000005,0.4828,0.8077,0.722,1.0,,13.0,319.0,111.0,139.0,26.0,479.0,2070.0,24.0,467.0,269.0,11.0,12.0,946.0,4801.0,17.0,148.0,1.0,30.0,615.0,0.0,66.0,2728.0,9.0,268.0,3.0,16.0,9.0,80.0,633.0,201.0,76.0,29.0,14.0,52.0,42.0,18.0,13.0,40.0,40.0,0.0,0.0
2022,UCF,32.9,340.0,5.2,139.53,3377.0,6.17,9.93,18.79,41.77,30:42.36,0.4545,0.6333,0.7879,0.8240000000000001,0.981,0.6667000000000001,14.0,460.0,165.0,155.0,20.0,615.0,3197.0,35.0,451.0,291.0,9.0,22.0,1066.0,6574.0,27.0,268.0,2.0,34.0,639.0,0.0,53.0,2214.0,6.0,34.0,0.0,17.0,12.0,68.0,649.0,209.0,95.0,30.0,19.0,66.0,52.0,17.0,14.0,53.0,52.0,6.0,4.0,23.6,281.0,4.53,124.87,3112.0,5.65,8.06,18.08,43.5,29:14.86,0.3814,0.4483,0.7069,0.731,1.0,0.75,14.0,331.0,104.0,146.0,31.0,488.0,2212.0,24.0,454.0,268.0,6.0,15.0,942.0,5324.0,18.0,145.0,0.0,25.0,452.0,0.0,60.0,2610.0,9.0,97.0,0.0,17.0,11.0,71.0,566.0,194.0,74.0,29.0,13.0,58.0,41.0,26.0,19.0,34.0,34.0,4.0,3.0
2009,UCLA,22.0,226.0,3.54,113.82,2896.0,5.12,9.09,23.75,43.54,29:46.38,0.34049999999999997,0.5333,0.8378,0.903,0.96,1.0,13.0,286.0,73.0,135.0,18.0,421.0,1490.0,12.0,436.0,244.0,12.0,10.0,857.0,4386.0,34.0,309.0,0.0,48.0,1140.0,0.0,71.0,3091.0,20.0,247.0,3.0,32.0,12.0,81.0,711.0,185.0,63.0,15.0,8.0,37.0,31.0,31.0,28.0,25.0,24.0,3.0,3.0,21.2,227.0,3.96,118.97,2486.0,5.19,7.39,24.8,42.77,30:13.62,0.33149999999999996,0.3077,0.8,0.619,0.9690000000000001,0.0,13.0,276.0,113.0,101.0,13.0,469.0,1856.0,14.0,367.0,215.0,20.0,16.0,836.0,4342.0,23.0,170.0,0.0,44.0,1091.0,1.0,70.0,2994.0,12.0,248.0,3.0,19.0,10.0,78.0,622.0,178.0,59.0,13.0,4.0,35.0,28.0,21.0,13.0,32.0,31.0,2.0,0.0
